pc_timestamp,stm32_ms,adc_raw,adc_voltage_v,sensor_voltage_v,pressure_bar,duty_percent,frequency_hz,estimated_output_rms_v,jsy_online,jsy_voltage_rms_v,jsy_current_rms_a,jsy_active_power_w,jsy_power_factor,jsy_energy_kwh,jsy_error_count,nn_mode,nn_duty_percent,valve_open_count,valve_state_label,valve_phase,setpoint_bar,episode_id,is_decision,event
2026-06-24T22:53:08.684,1223752,414,0.33180000000000004,0.48846666666666666,0.01,60.0,5000,132.0,1,133.61,0.782,101,0.966,0.05,43,0,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-24T22:53:09.253,1224327,413,0.33226666666666665,0.4884,0.01,60.0,5000,132.0,1,133.62,0.782,101,0.966,0.05,43,0,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-24T22:53:09.811,1224852,417,0.3333333333333333,0.48833333333333334,0.01,60.0,5000,132.0,1,133.62,0.782,101,0.966,0.05,43,0,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-24T22:53:10.327,1225374,413,0.3346666666666667,0.4884,0.01,60.0,5000,132.0,1,133.61,0.78,101,0.969,0.05,43,0,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-24T22:53:10.997,1226041,415,0.3334666666666667,0.48806666666666665,0.01,60.0,5000,132.0,1,133.62,0.779,101,0.97,0.05,43,0,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-24T22:53:11.497,1226566,414,0.33313333333333334,0.4884,0.01,60.0,5000,132.0,1,133.62,0.779,101,0.97,0.05,43,0,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-24T22:53:11.996,1227035,411,0.3330666666666667,0.48806666666666665,0.01,60.0,5000,132.0,1,133.58,0.778,100,0.962,0.05,43,0,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-24T22:53:12.496,1227561,415,0.3330666666666667,0.48800000000000004,0.01,60.0,5000,132.0,1,133.58,0.778,100,0.962,0.05,43,0,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-24T22:53:12.995,1228083,414,0.3330666666666667,0.48813333333333336,0.009866666666666666,60.0,5000,132.0,1,133.6,0.778,100,0.962,0.05,43,0,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-24T22:53:13.559,1228608,417,0.3317333333333333,0.4877333333333333,0.009533333333333333,60.0,5000,132.0,1,133.6,0.778,100,0.962,0.05,43,0,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-24T22:53:14.119,1229170,417,0.33266666666666667,0.4876,0.009199999999999998,60.0,5000,132.0,1,133.59,0.777,100,0.963,0.05,43,0,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-24T22:53:14.624,1229695,414,0.332,0.48679999999999995,0.009,60.0,5000,132.0,1,133.59,0.777,100,0.963,0.05,43,0,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-24T22:53:15.186,1230270,411,0.3344,0.4874666666666666,0.009199999999999998,60.0,5000,132.0,1,133.79,0.777,100,0.961,0.05,43,0,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-24T22:53:15.748,1230795,416,0.33353333333333335,0.48793333333333333,0.009533333333333333,60.0,5000,132.0,1,133.79,0.777,100,0.961,0.05,43,0,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-24T22:53:16.249,1231317,415,0.33393333333333336,0.48806666666666665,0.009866666666666666,60.0,5000,132.0,1,133.8,0.777,100,0.961,0.05,43,0,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-24T22:53:16.750,1231842,415,0.33226666666666665,0.4874666666666666,0.01,60.0,5000,132.0,1,133.8,0.777,100,0.961,0.05,43,0,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-24T22:53:17.310,1232404,418,0.33266666666666667,0.487,0.01,60.0,5000,132.0,1,133.77,0.776,100,0.963,0.05,43,0,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-24T22:53:17.812,1232929,412,0.33226666666666665,0.48686666666666667,0.01,60.0,5000,132.0,1,133.77,0.776,100,0.963,0.05,43,0,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-24T22:53:18.310,1233409,418,0.33340000000000003,0.4878,0.01,60.0,5000,132.0,1,133.75,0.775,100,0.964,0.05,43,0,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-24T22:53:18.857,1233934,379,0.3311333333333334,0.4877333333333333,0.01,60.0,5000,132.0,1,133.75,0.775,100,0.964,0.05,43,0,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-24T22:53:19.442,1234519,417,0.3314666666666667,0.4875333333333333,0.01,60.0,5000,132.0,1,133.73,0.775,100,0.964,0.05,43,0,0.0,-,Belum ditandai,unset,0.3,1,0,
