pc_timestamp,stm32_ms,adc_raw,adc_voltage_v,sensor_voltage_v,pressure_bar,duty_percent,frequency_hz,estimated_output_rms_v,jsy_online,jsy_voltage_rms_v,jsy_current_rms_a,jsy_active_power_w,jsy_power_factor,jsy_energy_kwh,jsy_error_count,nn_mode,nn_duty_percent,valve_open_count,valve_state_label,valve_phase
2026-06-09T18:03:26.668,558589,439,0.3862,0.5744666666666666,0.23226666666666668,80.0,5000,176.0,0,0.0,0.0,0,0.0,0.0,555,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:27.270,559213,482,0.3858,0.5791999999999999,0.2478,80.0,5000,176.0,0,0.0,0.0,0,0.0,0.0,555,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:27.879,559803,474,0.38853333333333334,0.5836666666666666,0.2577333333333333,80.0,5000,176.0,0,0.0,0.0,0,0.0,0.0,556,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:28.657,560601,491,0.38986666666666664,0.5818666666666666,0.25386666666666663,80.0,5000,176.0,0,0.0,0.0,0,0.0,0.0,557,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:29.158,561121,474,0.3964666666666667,0.5850000000000001,0.2574666666666667,80.0,5000,176.0,0,0.0,0.0,0,0.0,0.0,557,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:29.661,561607,508,0.4094,0.5898666666666667,0.2719333333333333,80.0,5000,176.0,0,0.0,0.0,0,0.0,0.0,558,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:30.156,562127,522,0.4111333333333333,0.5914666666666667,0.2753333333333333,80.0,5000,176.0,0,0.0,0.0,0,0.0,0.0,558,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:30.664,562613,523,0.4044666666666667,0.5865333333333334,0.2644666666666667,80.0,5000,176.0,0,0.0,0.0,0,0.0,0.0,559,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:31.156,563133,503,0.39593333333333336,0.5827333333333333,0.2578,80.0,5000,176.0,0,0.0,0.0,0,0.0,0.0,559,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:31.664,563619,503,0.3982,0.5806666666666666,0.2522666666666667,80.0,5000,176.0,0,0.0,0.0,0,0.0,0.0,560,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:32.190,564139,490,0.3998,0.5778666666666666,0.242,80.0,5000,176.0,0,0.0,0.0,0,0.0,0.0,560,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:32.760,564729,489,0.39586666666666664,0.5814,0.24873333333333333,80.0,5000,176.0,0,0.0,0.0,0,0.0,0.0,561,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:33.256,565249,443,0.3910666666666666,0.576,0.2313333333333333,80.0,5000,176.0,0,0.0,0.0,0,0.0,0.0,561,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:33.782,565735,502,0.3910666666666666,0.5736666666666667,0.22493333333333335,80.0,5000,176.0,0,0.0,0.0,0,0.0,0.0,562,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:34.296,566255,496,0.4006,0.5741999999999999,0.22746666666666665,80.0,5000,176.0,0,0.0,0.0,0,0.0,0.0,562,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:34.797,566741,479,0.39280000000000004,0.5729333333333333,0.22393333333333335,80.0,5000,176.0,0,0.0,0.0,0,0.0,0.0,563,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:35.298,567261,504,0.3948,0.5793999999999999,0.24173333333333333,80.0,5000,176.0,0,0.0,0.0,0,0.0,0.0,563,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:35.797,567747,505,0.388,0.5813333333333333,0.24706666666666666,80.0,5000,176.0,0,0.0,0.0,0,0.0,0.0,564,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:36.296,568267,472,0.3843333333333333,0.58,0.24173333333333333,80.0,5000,176.0,0,0.0,0.0,0,0.0,0.0,564,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:36.861,568857,542,0.3935333333333333,0.5795333333333333,0.24333333333333332,80.0,5000,176.0,0,0.0,0.0,0,0.0,0.0,565,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:37.390,569377,497,0.3884666666666667,0.5803333333333334,0.24886666666666668,80.0,5000,176.0,0,0.0,0.0,0,0.0,0.0,565,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:37.972,569967,474,0.38780000000000003,0.5810666666666666,0.25073333333333336,80.0,5000,176.0,0,0.0,0.0,0,0.0,0.0,566,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:38.659,570661,556,0.3920666666666667,0.5840666666666666,0.25626666666666664,83.0,5000,182.6,0,0.0,0.0,0,0.0,0.0,567,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:39.202,571181,528,0.4033333333333333,0.5879333333333333,0.2644,83.0,5000,182.6,0,0.0,0.0,0,0.0,0.0,567,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:39.751,571771,443,0.3978,0.5916666666666667,0.2773333333333333,83.0,5000,182.6,0,0.0,0.0,0,0.0,0.0,568,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:40.313,572291,421,0.3986,0.5890666666666667,0.27053333333333335,83.0,5000,182.6,0,0.0,0.0,0,0.0,0.0,568,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:40.810,572777,470,0.393,0.5885999999999999,0.2692,83.0,5000,182.6,0,0.0,0.0,0,0.0,0.0,569,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:41.308,573297,475,0.37779999999999997,0.5798,0.24946666666666667,83.0,5000,182.6,0,0.0,0.0,0,0.0,0.0,569,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:41.869,573887,518,0.3749333333333333,0.5747333333333332,0.23546666666666666,83.0,5000,182.6,0,0.0,0.0,0,0.0,0.0,570,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:42.435,574407,553,0.3864666666666666,0.5776,0.24713333333333332,83.0,5000,182.6,0,0.0,0.0,0,0.0,0.0,570,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:42.998,574997,486,0.37546666666666667,0.5706666666666665,0.239,83.0,5000,182.6,0,0.0,0.0,0,0.0,0.0,571,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:43.663,575691,503,0.3892666666666667,0.5726666666666667,0.23933333333333331,83.0,5000,182.6,0,0.0,0.0,0,0.0,0.0,572,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:44.188,576211,505,0.38526666666666665,0.5686666666666667,0.2258,83.0,5000,182.6,0,0.0,0.0,0,0.0,0.0,572,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:44.688,576697,599,0.4049333333333333,0.5744666666666666,0.23706666666666668,83.0,5000,182.6,0,0.0,0.0,0,0.0,0.0,573,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:45.205,577217,583,0.40859999999999996,0.5785333333333332,0.24546666666666667,83.0,5000,182.6,0,0.0,0.0,0,0.0,0.0,573,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:45.704,577703,480,0.40826666666666667,0.5832666666666666,0.2606,83.0,5000,182.6,0,0.0,0.0,0,0.0,0.0,574,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:46.211,578223,497,0.4086666666666667,0.5863333333333334,0.2688666666666667,83.0,5000,182.6,0,0.0,0.0,0,0.0,0.0,574,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:46.792,578813,457,0.39493333333333336,0.5823333333333333,0.25906666666666667,86.0,5000,189.2,0,0.0,0.0,0,0.0,0.0,575,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:47.309,579333,534,0.39413333333333334,0.5804666666666666,0.25106666666666666,86.0,5000,189.2,0,0.0,0.0,0,0.0,0.0,575,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:47.816,579819,475,0.39253333333333335,0.58,0.24953333333333333,86.0,5000,189.2,0,0.0,0.0,0,0.0,0.0,576,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:48.316,580339,450,0.3930666666666667,0.5818666666666666,0.2546,86.0,5000,189.2,0,0.0,0.0,0,0.0,0.0,576,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:48.813,580825,489,0.3960666666666667,0.5839333333333333,0.25993333333333335,86.0,5000,189.2,0,0.0,0.0,0,0.0,0.0,577,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:49.423,581449,470,0.4,0.5850666666666666,0.2616,86.0,5000,189.2,0,0.0,0.0,0,0.0,0.0,577,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:50.032,582039,491,0.39993333333333336,0.5846,0.25793333333333335,86.0,5000,189.2,0,0.0,0.0,0,0.0,0.0,578,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:50.708,582733,421,0.39826666666666666,0.5787333333333333,0.2518,86.0,5000,189.2,0,0.0,0.0,0,0.0,0.0,579,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:51.203,583253,564,0.3946,0.5846,0.2701333333333333,86.0,5000,189.2,0,0.0,0.0,0,0.0,0.0,579,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:51.802,583843,445,0.39286666666666664,0.5842666666666666,0.2704666666666667,86.0,5000,189.2,0,0.0,0.0,0,0.0,0.0,580,0,0.0,-,Belum ditandai,unset
2026-06-09T18:03:52.305,584363,503,0.39446666666666663,0.5833999999999999,0.2574666666666667,86.0,5000,189.2,0,0.0,0.0,0,0.0,0.0,580,0,0.0,-,Belum ditandai,unset
