pc_timestamp,stm32_ms,adc_raw,adc_voltage_v,sensor_voltage_v,pressure_bar,duty_percent,frequency_hz,estimated_output_rms_v,jsy_online,jsy_voltage_rms_v,jsy_current_rms_a,jsy_active_power_w,jsy_power_factor,jsy_energy_kwh,jsy_error_count,valve_open_count,valve_state_label,valve_phase
2026-06-01T18:05:20.394,206754,159,0.12733333333333335,0.18953333333333333,0.0,70.0,5000,154.0,1,28.47,0.09,2,0.78,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:20.938,207274,156,0.1274,0.18946666666666667,0.0,70.0,5000,154.0,1,28.47,0.09,2,0.78,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:21.437,207791,154,0.1272,0.18913333333333335,0.0,70.0,5000,154.0,1,28.44,0.09,2,0.781,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:21.950,208311,158,0.127,0.1892,0.0,70.0,5000,154.0,1,28.44,0.09,2,0.781,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:22.512,208878,156,0.12713333333333335,0.18946666666666667,0.0,70.0,5000,154.0,1,28.45,0.09,2,0.781,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:23.134,209502,160,0.12786666666666668,0.19046666666666667,0.0,70.0,5000,154.0,1,28.45,0.09,2,0.781,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:23.636,210019,157,0.12786666666666668,0.19033333333333333,0.0,70.0,5000,154.0,1,28.48,0.09,2,0.78,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:24.135,210539,160,0.12840000000000001,0.19126666666666667,0.0,70.0,5000,154.0,1,28.48,0.09,2,0.78,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:24.635,211002,161,0.1286,0.19146666666666665,0.0,70.0,5000,154.0,1,28.48,0.09,2,0.78,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:25.132,211522,160,0.12886666666666666,0.19173333333333334,0.0,70.0,5000,154.0,1,28.48,0.09,2,0.78,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:25.632,212039,158,0.12893333333333334,0.1920666666666667,0.0,70.0,5000,154.0,1,28.49,0.09,2,0.78,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:26.194,212559,161,0.12873333333333334,0.19186666666666669,0.0,70.0,5000,154.0,1,28.49,0.09,2,0.78,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:26.754,213126,157,0.12806666666666666,0.19093333333333332,0.0,70.0,5000,154.0,1,28.51,0.09,2,0.779,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:27.253,213646,158,0.12753333333333333,0.18986666666666666,0.0,70.0,5000,154.0,1,28.51,0.09,2,0.779,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:27.753,214163,157,0.12713333333333335,0.18933333333333333,0.0,70.0,5000,154.0,1,28.48,0.09,2,0.78,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:28.317,214729,161,0.12786666666666668,0.19033333333333333,0.0,70.0,5000,154.0,1,28.47,0.09,2,0.78,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:28.881,215250,159,0.12840000000000001,0.19126666666666667,0.0,70.0,5000,154.0,1,28.47,0.09,2,0.78,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:29.376,215767,157,0.12840000000000001,0.19126666666666667,0.0,70.0,5000,154.0,1,32.24,0.096,3,0.969,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:29.874,216287,159,0.12786666666666668,0.1906,0.0,70.0,5000,154.0,1,32.24,0.096,3,0.969,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:30.375,216749,159,0.12760000000000002,0.19033333333333333,0.0,70.0,5000,154.0,1,34.86,0.097,3,0.887,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:30.872,217270,156,0.1272,0.18966666666666668,0.0,70.0,5000,154.0,1,34.86,0.097,3,0.887,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:31.372,217787,159,0.12733333333333335,0.1898,0.0,70.0,5000,154.0,1,42.51,0.106,4,0.887,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:31.873,218307,158,0.1272,0.1894,0.0,70.0,5000,154.0,1,42.51,0.106,4,0.887,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:32.497,218874,159,0.12806666666666666,0.19053333333333333,0.0,70.0,5000,154.0,1,45.77,0.108,4,0.809,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:33.120,219498,157,0.12806666666666666,0.1908,0.0,70.0,5000,154.0,1,45.77,0.108,4,0.809,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:33.619,220015,157,0.12793333333333334,0.19053333333333333,0.0,70.0,5000,154.0,1,45.78,0.108,4,0.809,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:34.117,220535,159,0.12760000000000002,0.1902,0.0,70.0,5000,154.0,1,45.78,0.108,4,0.809,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:34.616,220998,156,0.12766666666666668,0.19013333333333332,0.0,70.0,5000,154.0,1,45.8,0.109,4,0.801,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:35.115,221518,158,0.128,0.1906,0.0,70.0,5000,154.0,1,45.8,0.109,4,0.801,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:35.614,222035,157,0.1278,0.19026666666666667,0.0,70.0,5000,154.0,1,45.71,0.109,4,0.802,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:36.112,222555,158,0.12793333333333334,0.19053333333333333,0.0,70.0,5000,154.0,1,45.71,0.109,4,0.802,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:36.609,223018,157,0.1274,0.18973333333333334,0.0,70.0,5000,154.0,1,45.75,0.108,4,0.809,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:37.108,223538,158,0.12753333333333333,0.18986666666666666,0.0,70.0,5000,154.0,1,45.75,0.108,4,0.809,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:37.605,224055,160,0.12760000000000002,0.19006666666666666,0.0,70.0,5000,154.0,1,45.71,0.108,4,0.81,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:38.165,224575,158,0.12753333333333333,0.19013333333333332,0.0,70.0,5000,154.0,1,45.71,0.108,4,0.81,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:38.727,225142,158,0.12726666666666667,0.18986666666666666,0.0,70.0,5000,154.0,1,45.71,0.108,4,0.81,0.0,31,-,Belum ditandai,unset
2026-06-01T18:05:39.228,225662,158,0.12686666666666666,0.18906666666666666,0.0,70.0,5000,154.0,1,45.71,0.108,4,0.81,0.0,31,-,Belum ditandai,unset
