pc_timestamp,stm32_ms,adc_raw,adc_voltage_v,sensor_voltage_v,pressure_bar,duty_percent,frequency_hz,estimated_output_rms_v,jsy_online,jsy_voltage_rms_v,jsy_current_rms_a,jsy_voltage_raw_v,jsy_current_raw_a,jsy_active_power_w,jsy_power_factor,jsy_energy_kwh,jsy_error_count,nn_mode,nn_duty_percent,valve_open_count,valve_state_label,valve_phase,setpoint_bar,episode_id,is_decision,t_rel,error
2026-07-02T01:41:02.856,2799170,511,0.4110666666666666,0.6044666666666667,0.3132666666666666,81.54,5000,179.38,1,177.51,0.714,180.16,0.79,141,0.99,0.07,2113,1,81.54,3,3 keran stabil,stable,0.3,1,0,76.605,-0.013266666666666593
2026-07-02T01:41:03.358,2799640,510,0.4113333333333333,0.6038666666666667,0.3114666666666666,81.54,5000,179.38,1,175.67,0.714,178.41,0.79,140,0.993,0.07,2113,1,81.54,3,3 keran stabil,stable,0.3,1,0,77.107,-0.011466666666666625
2026-07-02T01:41:03.856,2800175,505,0.4111333333333333,0.6026666666666666,0.3078666666666667,81.54,5000,179.38,1,175.67,0.714,178.41,0.79,140,0.993,0.07,2113,1,81.54,3,3 keran stabil,stable,0.3,1,0,77.605,-0.007866666666666688
2026-07-02T01:41:04.354,2800650,519,0.4127333333333333,0.6028666666666667,0.3085333333333333,81.54,5000,179.38,1,175.62,0.713,178.37,0.789,139,0.987,0.07,2113,1,81.54,3,3 keran stabil,stable,0.3,1,0,78.103,-0.008533333333333337
2026-07-02T01:41:04.916,2801185,509,0.4124,0.6029333333333333,0.3089333333333333,81.17,5000,178.57,1,175.62,0.713,178.37,0.789,139,0.987,0.07,2113,1,81.17,3,3 keran stabil,stable,0.3,1,0,78.665,-0.008933333333333293
2026-07-02T01:41:05.475,2801766,503,0.4101999999999999,0.6025333333333334,0.3079333333333333,81.17,5000,178.57,1,175.1,0.713,177.87,0.789,139,0.99,0.07,2113,1,81.17,3,3 keran stabil,stable,0.3,1,0,79.224,-0.007933333333333292
2026-07-02T01:41:06.040,2802343,506,0.41,0.6012666666666667,0.3045333333333333,81.17,5000,178.57,1,174.79,0.72,177.58,0.796,140,0.99,0.07,2113,1,81.17,3,3 keran stabil,stable,0.3,1,0,79.789,-0.004533333333333334
2026-07-02T01:41:06.602,2802878,509,0.4102666666666666,0.6004,0.3021999999999999,81.17,5000,178.57,1,174.79,0.72,177.58,0.796,140,0.99,0.07,2113,1,81.17,3,3 keran stabil,stable,0.3,1,0,80.351,-0.0021999999999999242
2026-07-02T01:41:07.163,2803455,511,0.4109333333333333,0.5994666666666666,0.2991999999999999,81.17,5000,178.57,1,174.8,0.717,177.59,0.793,139,0.987,0.07,2113,1,81.17,3,3 keran stabil,stable,0.3,1,0,80.912,0.0008000000000000784
2026-07-02T01:41:07.659,2803990,507,0.4112666666666666,0.5999333333333332,0.3,81.11,5000,178.43,1,174.8,0.717,177.59,0.793,139,0.987,0.07,2113,1,81.11,3,3 keran stabil,stable,0.3,1,0,81.408,0.0
