pc_timestamp,stm32_ms,adc_raw,adc_voltage_v,sensor_voltage_v,pressure_bar,duty_percent,frequency_hz,estimated_output_rms_v,jsy_online,jsy_voltage_rms_v,jsy_current_rms_a,jsy_voltage_raw_v,jsy_current_raw_a,jsy_active_power_w,jsy_power_factor,jsy_energy_kwh,jsy_error_count,nn_mode,nn_duty_percent,valve_open_count,valve_state_label,valve_phase,setpoint_bar,episode_id,is_decision,event
2026-06-25T23:34:31.553,173017,483,0.3876666666666667,0.5680666666666666,0.20593333333333333,80.0,5000,176.0,1,172.35,0.671,175.26,0.747,130,0.992,0.05,51,0,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-25T23:34:32.164,173598,483,0.38686666666666664,0.5658666666666666,0.19873333333333332,80.0,5000,176.0,1,172.35,0.668,175.26,0.744,129,0.989,0.05,51,0,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-25T23:34:32.693,174178,468,0.3872,0.5660000000000001,0.19946666666666665,80.0,5000,176.0,1,172.36,0.662,175.27,0.738,128,0.989,0.05,51,0,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-25T23:34:33.247,174709,477,0.3867333333333333,0.5657333333333333,0.19733333333333333,80.0,5000,176.0,1,172.36,0.662,175.27,0.738,128,0.989,0.05,51,0,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-25T23:34:33.749,175193,478,0.3864666666666667,0.5654666666666667,0.1968,80.0,5000,176.0,1,172.4,0.657,175.31,0.733,127,0.988,0.05,51,1,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-25T23:34:34.245,175723,478,0.3846666666666667,0.5648666666666666,0.19526666666666667,80.0,5000,176.0,1,172.4,0.657,175.31,0.733,127,0.988,0.05,51,1,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-25T23:34:34.805,176294,479,0.38393333333333335,0.5643333333333334,0.193,80.0,5000,176.0,1,172.43,0.657,175.34,0.733,127,0.988,0.05,51,1,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-25T23:34:35.362,176824,481,0.38453333333333334,0.5648,0.19406666666666667,80.0,5000,176.0,1,172.43,0.657,175.34,0.733,127,0.988,0.05,51,1,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-25T23:34:35.913,177405,474,0.38493333333333335,0.564,0.19180000000000003,80.0,5000,176.0,1,172.42,0.655,175.33,0.731,127,0.99,0.05,51,1,0.0,-,Belum ditandai,unset,0.3,1,0,
2026-06-25T23:34:36.470,177936,488,0.3858,0.5632666666666667,0.18953333333333333,83.63,5000,183.98,1,172.42,0.655,175.33,0.731,127,0.99,0.05,51,1,83.63,-,Belum ditandai,unset,0.3,1,0,
2026-06-25T23:34:37.046,178526,474,0.386,0.5641333333333333,0.19240000000000002,83.63,5000,183.98,1,172.44,0.652,175.35,0.729,127,0.993,0.05,51,1,83.63,-,Belum ditandai,unset,0.3,1,0,
2026-06-25T23:34:37.609,179056,490,0.3876,0.5661999999999999,0.19806666666666667,83.63,5000,183.98,1,172.44,0.652,175.35,0.729,127,0.993,0.05,51,1,83.63,-,Belum ditandai,unset,0.3,1,0,
2026-06-25T23:34:38.171,179626,486,0.38826666666666665,0.5680666666666666,0.2042,83.63,5000,183.98,1,180.46,0.648,182.96,0.725,131,0.987,0.05,51,1,83.63,-,Belum ditandai,unset,0.3,1,0,
2026-06-25T23:34:38.718,180206,479,0.3884666666666667,0.5690000000000001,0.2071333333333333,83.63,5000,183.98,1,180.42,0.646,182.92,0.723,131,0.99,0.05,51,1,83.63,-,Belum ditandai,unset,0.3,1,0,
2026-06-25T23:34:39.262,180737,479,0.388,0.5676666666666665,0.2072,83.63,5000,183.98,1,180.42,0.646,182.92,0.723,131,0.99,0.05,51,1,83.63,-,Belum ditandai,unset,0.3,1,0,
2026-06-25T23:34:39.806,181318,478,0.3884,0.5684666666666666,0.20946666666666666,86.18,5000,189.6,1,180.46,0.644,182.96,0.721,131,0.993,0.05,51,1,86.18,-,Belum ditandai,unset,0.3,1,0,
2026-06-25T23:34:40.336,181848,483,0.38826666666666665,0.5687333333333332,0.21033333333333332,86.18,5000,189.6,1,180.46,0.644,182.96,0.721,131,0.993,0.05,51,1,86.18,-,Belum ditandai,unset,0.3,1,0,
2026-06-25T23:34:40.839,182322,481,0.38780000000000003,0.5703999999999999,0.2122666666666667,86.18,5000,189.6,1,186.3,0.645,188.5,0.722,135,0.991,0.05,51,1,86.18,-,Belum ditandai,unset,0.3,1,0,
2026-06-25T23:34:41.374,182852,484,0.3878666666666667,0.5706,0.2122,86.18,5000,189.6,1,186.3,0.645,188.5,0.722,135,0.991,0.05,51,1,86.18,-,Belum ditandai,unset,0.3,1,0,
2026-06-25T23:34:41.972,183433,482,0.3864,0.5700666666666667,0.21133333333333332,86.18,5000,189.6,1,186.26,0.644,188.47,0.721,135,0.993,0.05,51,1,86.18,-,Belum ditandai,unset,0.3,1,0,
2026-06-25T23:34:42.469,183963,481,0.38780000000000003,0.57,0.21046666666666666,88.36,5000,194.4,1,186.26,0.644,188.47,0.721,135,0.993,0.05,51,1,88.36,-,Belum ditandai,unset,0.3,1,0,
2026-06-25T23:34:42.966,184438,473,0.38980000000000004,0.5716,0.21539999999999998,88.36,5000,194.4,1,186.29,0.646,188.49,0.723,135,0.99,0.05,51,1,88.36,-,Belum ditandai,unset,0.3,1,0,
2026-06-25T23:34:43.465,184968,492,0.3924,0.5734666666666666,0.22013333333333335,88.36,5000,194.4,1,186.29,0.646,188.49,0.723,135,0.99,0.05,51,1,88.36,-,Belum ditandai,unset,0.3,1,0,
2026-06-25T23:34:43.964,185442,489,0.3926666666666667,0.5740666666666666,0.22233333333333333,88.36,5000,194.4,1,191.16,0.651,193.12,0.728,140,0.995,0.05,51,1,88.36,-,Belum ditandai,unset,0.3,1,0,
