pc_timestamp,stm32_ms,adc_raw,adc_voltage_v,sensor_voltage_v,pressure_bar,duty_percent,frequency_hz,estimated_output_rms_v,jsy_online,jsy_voltage_rms_v,jsy_current_rms_a,jsy_active_power_w,jsy_power_factor,jsy_energy_kwh,jsy_error_count,nn_mode,nn_duty_percent,valve_open_count,valve_state_label,valve_phase
2026-06-09T22:17:55.232,1157980,459,0.37933333333333336,0.5551333333333334,0.16533333333333333,50.0,5000,110.0,1,32.11,0.165,4,0.754,0.01,343,0,0.0,0,0 keran stabil,stable
2026-06-09T22:17:55.856,1158610,494,0.38066666666666665,0.5537333333333334,0.16153333333333333,50.0,5000,110.0,1,32.11,0.165,4,0.754,0.01,343,0,0.0,0,0 keran stabil,stable
2026-06-09T22:17:56.402,1159195,478,0.3798666666666667,0.5542,0.16286666666666666,50.0,5000,110.0,1,32.13,0.165,4,0.754,0.01,343,0,0.0,0,0 keran stabil,stable
2026-06-09T22:17:57.043,1159779,465,0.3782,0.5530666666666667,0.1626,50.0,5000,110.0,1,35.68,0.186,6,0.904,0.01,343,0,0.0,0,0 keran stabil,stable
2026-06-09T22:17:57.543,1160305,573,0.37900000000000006,0.5532666666666668,0.16353333333333334,50.0,5000,110.0,1,35.68,0.186,6,0.904,0.01,343,0,0.0,0,0 keran stabil,stable
2026-06-09T22:17:58.102,1160890,456,0.37733333333333335,0.5528,0.16219999999999998,50.0,5000,110.0,1,35.62,0.186,6,0.905,0.01,343,0,0.0,0,0 keran stabil,stable
2026-06-09T22:17:58.665,1161415,473,0.37779999999999997,0.5525333333333333,0.1618,50.0,5000,110.0,1,35.62,0.186,6,0.905,0.01,343,0,0.0,0,0 keran stabil,stable
2026-06-09T22:17:59.227,1162000,493,0.37739999999999996,0.5523333333333333,0.1606,50.0,5000,110.0,1,35.59,0.186,6,0.906,0.01,343,0,0.0,0,0 keran stabil,stable
2026-06-09T22:17:59.731,1162525,491,0.38026666666666664,0.5516666666666666,0.16006666666666666,50.0,5000,110.0,1,35.59,0.186,6,0.906,0.01,343,0,0.0,0,0 keran stabil,stable
2026-06-09T22:18:00.290,1163100,478,0.3771333333333333,0.5533333333333333,0.16193333333333335,50.0,5000,110.0,1,35.59,0.186,6,0.906,0.01,343,0,0.0,0,0 keran stabil,stable
2026-06-09T22:18:00.853,1163625,494,0.37633333333333335,0.5526666666666668,0.16033333333333336,50.0,5000,110.0,1,35.59,0.186,6,0.906,0.01,343,0,0.0,0,0 keran stabil,stable
2026-06-09T22:18:01.367,1164147,494,0.3764,0.5538000000000001,0.16246666666666665,50.0,5000,110.0,1,42.03,0.225,8,0.845,0.01,343,0,0.0,0,0 keran stabil,stable
