pc_timestamp,stm32_ms,adc_raw,adc_voltage_v,sensor_voltage_v,pressure_bar,duty_percent,frequency_hz,estimated_output_rms_v,jsy_online,jsy_voltage_rms_v,jsy_current_rms_a,jsy_active_power_w,jsy_power_factor,jsy_energy_kwh,jsy_error_count,nn_mode,nn_duty_percent,valve_open_count,valve_state_label,valve_phase,setpoint_bar,episode_id,is_decision,event
2026-06-16T01:15:42.005,852773,483,0.3766,0.5493333333333333,0.1482,80.0,5000,176.0,1,174.61,0.729,126,0.989,0.02,329,0,0.0,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:42.561,853298,467,0.37653333333333333,0.55,0.1502,80.0,5000,176.0,1,174.61,0.729,126,0.989,0.02,329,0,0.0,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:43.109,853882,469,0.3762,0.5503333333333333,0.15113333333333331,80.0,5000,176.0,1,174.61,0.732,126,0.985,0.02,329,0,0.0,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:43.709,854466,472,0.3737333333333333,0.5496,0.14906666666666665,80.0,5000,176.0,1,174.63,0.728,126,0.991,0.02,329,0,0.0,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:44.318,855097,464,0.37233333333333335,0.549,0.14733333333333334,80.0,5000,176.0,1,174.63,0.728,126,0.991,0.02,329,0,0.0,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:44.817,855576,449,0.37273333333333336,0.5488666666666667,0.1469333333333333,80.0,5000,176.0,1,174.63,0.728,126,0.991,0.02,329,0,0.0,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:45.317,856101,468,0.37306666666666666,0.5494666666666668,0.14866666666666667,80.0,5000,176.0,1,174.63,0.728,126,0.991,0.02,329,0,0.0,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:45.882,856685,466,0.3716666666666667,0.5488000000000001,0.14653333333333332,80.0,5000,176.0,1,174.58,0.727,125,0.984,0.02,329,0,0.0,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:46.440,857210,466,0.37406666666666666,0.5493333333333333,0.1476,80.0,5000,176.0,1,174.58,0.727,125,0.984,0.02,329,0,0.0,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:46.936,857690,469,0.3749333333333333,0.5495333333333333,0.14813333333333334,80.0,5000,176.0,1,174.59,0.727,126,0.992,0.02,329,0,0.0,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:47.559,858320,467,0.37706666666666666,0.5499333333333334,0.14906666666666665,80.0,5000,176.0,1,174.59,0.727,126,0.992,0.02,329,0,0.0,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:48.128,858909,463,0.37553333333333333,0.5496666666666667,0.14866666666666667,80.0,5000,176.0,1,174.59,0.728,126,0.991,0.02,329,0,0.0,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:48.712,859488,468,0.3742,0.5492666666666667,0.14746666666666666,80.0,5000,176.0,1,174.57,0.726,125,0.986,0.02,329,0,0.0,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:49.217,860014,466,0.37439999999999996,0.5490666666666667,0.14753333333333335,80.0,5000,176.0,1,174.57,0.726,125,0.986,0.02,329,0,0.0,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:49.719,860493,462,0.3737333333333333,0.5483333333333335,0.14546666666666666,80.0,5000,176.0,1,174.62,0.726,125,0.986,0.02,329,0,0.0,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:50.339,861125,457,0.37453333333333333,0.5475333333333334,0.14366666666666666,80.0,5000,176.0,1,174.62,0.726,125,0.986,0.02,329,1,0.0,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:50.841,861603,463,0.3734,0.5478000000000001,0.14386666666666667,80.0,5000,176.0,1,174.54,0.726,125,0.986,0.02,329,1,0.0,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:51.353,862128,468,0.37433333333333335,0.5481333333333335,0.1444,80.0,5000,176.0,1,174.54,0.726,125,0.986,0.02,329,1,0.0,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:51.917,862713,467,0.3746,0.5486000000000001,0.1452,80.0,5000,176.0,1,174.56,0.726,125,0.986,0.02,329,1,0.0,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:52.437,863238,458,0.37606666666666666,0.5494000000000001,0.14746666666666666,80.0,5000,176.0,1,174.56,0.726,125,0.986,0.02,329,1,0.0,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:52.938,863718,466,0.3768,0.5502666666666668,0.15039999999999998,83.38,5000,183.44,1,174.6,0.727,126,0.992,0.02,329,1,83.38,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:53.438,864248,469,0.37739999999999996,0.5521333333333334,0.1560666666666667,83.38,5000,183.44,1,174.6,0.727,126,0.992,0.02,329,1,83.38,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:54.019,864819,412,0.37473333333333336,0.5526000000000001,0.15766666666666668,83.38,5000,183.44,1,181.65,0.724,130,0.988,0.02,329,1,83.38,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:54.520,865349,466,0.37479999999999997,0.5528666666666667,0.15826666666666667,83.38,5000,183.44,1,181.65,0.724,130,0.988,0.02,329,1,83.38,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:55.051,865824,470,0.37446666666666667,0.5525333333333333,0.15726666666666667,83.38,5000,183.44,1,181.65,0.723,130,0.989,0.02,329,1,83.38,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:55.684,866510,476,0.3784,0.5529333333333334,0.1588,83.38,5000,183.44,1,181.65,0.723,130,0.989,0.02,329,1,83.38,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:56.243,867040,465,0.3784666666666666,0.5538666666666666,0.1618,86.54,5000,190.38,1,181.65,0.723,130,0.989,0.02,329,1,86.54,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:56.790,867621,474,0.38186666666666663,0.5561333333333334,0.1684,86.54,5000,190.38,1,188.47,0.723,135,0.99,0.02,329,1,86.54,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:57.324,868151,482,0.38239999999999996,0.5582,0.17473333333333332,86.54,5000,190.38,1,188.47,0.723,135,0.99,0.02,329,1,86.54,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:57.821,868625,475,0.38353333333333334,0.5586666666666668,0.17600000000000002,86.54,5000,190.38,1,188.53,0.723,135,0.99,0.02,329,1,86.54,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:58.318,869155,480,0.3821333333333333,0.5588000000000001,0.1762,86.54,5000,190.38,1,188.53,0.723,135,0.99,0.02,329,1,86.54,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:58.819,869630,475,0.38220000000000004,0.5579333333333334,0.1736,89.37,5000,196.62,1,188.52,0.722,135,0.991,0.02,329,1,89.37,4,4 keran stabil,stable,0.3,1,0,
2026-06-16T01:15:59.320,870160,474,0.38186666666666663,0.5585333333333333,0.1752,89.37,5000,196.62,1,188.52,0.722,135,0.991,0.02,329,1,89.37,4,4 keran stabil,stable,0.3,1,0,
