pc_timestamp,stm32_ms,adc_raw,adc_voltage_v,sensor_voltage_v,pressure_bar,duty_percent,frequency_hz,estimated_output_rms_v,jsy_online,jsy_voltage_rms_v,jsy_current_rms_a,jsy_voltage_raw_v,jsy_current_raw_a,jsy_active_power_w,jsy_power_factor,jsy_energy_kwh,jsy_error_count,nn_mode,nn_duty_percent,valve_open_count,valve_state_label,valve_phase,setpoint_bar,episode_id,is_decision,event
2026-07-02T01:39:46.251,2722257,498,0.40126666666666666,0.5885999999999999,0.2657333333333333,88.25,5000,194.14,1,190.93,0.665,192.9,0.741,142,0.993,0.07,2113,1,88.25,4,4 keran stabil,stable,0.3,1,0,
2026-07-02T01:39:46.785,2722792,461,0.3994666666666667,0.5879333333333333,0.26306666666666667,89.25,5000,196.35,1,190.93,0.665,192.9,0.741,142,0.993,0.07,2113,1,89.25,4,4 keran stabil,stable,0.3,1,0,
2026-07-02T01:39:47.346,2723369,499,0.3992666666666667,0.5882666666666666,0.2646,89.25,5000,196.35,1,190.96,0.665,192.93,0.741,142,0.993,0.07,2113,1,89.25,4,4 keran stabil,stable,0.3,1,0,
2026-07-02T01:39:47.909,2723945,504,0.4000666666666667,0.5888666666666666,0.2664,89.25,5000,196.35,1,193.34,0.667,195.19,0.743,144,0.992,0.07,2113,1,89.25,4,4 keran stabil,stable,0.3,1,0,
2026-07-02T01:39:48.472,2724481,501,0.40299999999999997,0.5901333333333334,0.2706666666666667,89.25,5000,196.35,1,193.34,0.667,195.19,0.743,144,0.992,0.07,2113,1,89.25,4,4 keran stabil,stable,0.3,1,0,
2026-07-02T01:39:49.049,2725057,505,0.40380000000000005,0.5903333333333334,0.271,89.25,5000,196.35,1,193.37,0.667,195.22,0.743,144,0.992,0.07,2113,1,89.25,4,4 keran stabil,stable,0.3,1,0,
2026-07-02T01:39:49.546,2725592,497,0.40293333333333337,0.5902,0.2706666666666667,89.25,5000,196.35,1,193.37,0.667,195.22,0.743,144,0.992,0.07,2113,1,89.25,4,4 keran stabil,stable,0.3,1,0,
2026-07-02T01:39:50.139,2726169,493,0.40246666666666664,0.59,0.2701333333333334,90.2,5000,198.44,1,193.34,0.666,195.19,0.742,144,0.994,0.07,2113,1,90.2,4,4 keran stabil,stable,0.3,1,0,
2026-07-02T01:39:50.688,2726704,503,0.4024666666666667,0.5909333333333333,0.27266666666666667,90.2,5000,198.44,1,193.34,0.666,195.19,0.742,144,0.994,0.07,2113,1,90.2,4,4 keran stabil,stable,0.3,1,0,
2026-07-02T01:39:51.248,2727281,508,0.4031333333333334,0.5913333333333333,0.27406666666666674,90.2,5000,198.44,1,195.5,0.667,197.24,0.743,146,0.996,0.07,2113,1,90.2,4,4 keran stabil,stable,0.3,1,0,
