pc_timestamp,stm32_ms,adc_raw,adc_voltage_v,sensor_voltage_v,pressure_bar,duty_percent,frequency_hz,estimated_output_rms_v,jsy_online,jsy_voltage_rms_v,jsy_current_rms_a,jsy_active_power_w,jsy_power_factor,jsy_energy_kwh,jsy_error_count,nn_mode,nn_duty_percent,valve_open_count,valve_state_label,valve_phase,setpoint_bar,episode_id,is_decision
2026-06-15T03:27:18.309,93090,481,0.3984,0.581666667,0.244866667,80,5000,176,1,174.75,0.816,141,0.988,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:18.852,93674,490,0.395066667,0.5818,0.245466667,80,5000,176,1,174.72,0.816,141,0.988,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:19.413,94200,500,0.3974,0.582866667,0.248533333,80,5000,176,1,174.72,0.816,141,0.988,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:19.995,94784,498,0.398866667,0.5842,0.252733333,80,5000,176,1,174.74,0.811,140,0.987,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:20.494,95309,501,0.402266667,0.586666667,0.259866667,80,5000,176,1,174.74,0.811,140,0.987,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:20.993,95788,498,0.400733333,0.5866,0.259933333,80,5000,176,1,174.77,0.804,139,0.989,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:21.494,96313,504,0.398866667,0.5864,0.259,80,5000,176,1,174.77,0.804,139,0.989,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:21.994,96793,495,0.3984,0.586266667,0.258533333,80,5000,176,1,174.78,0.802,139,0.991,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:22.493,97318,500,0.398333333,0.585466667,0.255533333,80,5000,176,1,174.78,0.802,139,0.991,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:22.989,97797,493,0.399533333,0.584666667,0.2536,80,5000,176,1,174.76,0.805,139,0.988,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:23.491,98322,491,0.3984,0.583466667,0.250266667,80,5000,176,1,174.76,0.805,139,0.988,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:23.990,98802,506,0.398533333,0.5836,0.251,80,5000,176,1,174.75,0.804,139,0.989,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:24.492,99327,501,0.398666667,0.583866667,0.251866667,80,5000,176,1,174.75,0.804,139,0.989,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:24.990,99806,490,0.3964,0.584,0.252333333,80,5000,176,1,174.75,0.805,139,0.988,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:25.490,100331,495,0.396866667,0.583533333,0.251066667,80,5000,176,1,174.75,0.805,139,0.988,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:25.991,100811,494,0.396266667,0.582133333,0.2472,80,5000,176,1,174.75,0.804,139,0.989,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:26.549,101336,483,0.397,0.582,0.246266667,80,5000,176,1,174.75,0.804,139,0.989,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:27.110,101920,492,0.3978,0.583466667,0.250333333,80,5000,176,1,174.78,0.803,139,0.99,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:27.613,102445,459,0.397933333,0.584133333,0.252533333,80,5000,176,1,174.78,0.803,139,0.99,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:28.116,102924,494,0.399533333,0.583133333,0.249533333,80,5000,176,1,174.8,0.804,139,0.989,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:28.615,103449,539,0.4038,0.585066667,0.255466667,80,5000,176,1,174.8,0.804,139,0.989,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:29.119,103929,491,0.404933333,0.585933333,0.257666667,80,5000,176,1,174.79,0.797,138,0.99,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:29.615,104454,489,0.404933333,0.589733333,0.269066667,80,5000,176,1,174.79,0.797,138,0.99,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:30.226,105038,491,0.403133333,0.5902,0.270266667,80,5000,176,1,174.8,0.794,137,0.987,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:30.740,105563,500,0.399933333,0.592,0.276133333,80,5000,176,1,174.8,0.794,137,0.987,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:31.337,106148,503,0.402666667,0.590933333,0.273133333,80,5000,176,1,174.85,0.792,137,0.989,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:31.900,106731,506,0.403733333,0.590466667,0.271866667,80,5000,176,1,174.85,0.789,137,0.993,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:32.401,107257,521,0.405466667,0.590066667,0.270266667,80,5000,176,1,174.85,0.789,137,0.993,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:32.977,107842,502,0.4038,0.589533333,0.268533333,80,5000,176,1,174.87,0.787,136,0.988,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:33.536,108367,441,0.400866667,0.589266667,0.267866667,80,5000,176,1,174.87,0.787,136,0.988,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:34.121,108951,496,0.400733333,0.5886,0.2658,80,5000,176,1,174.86,0.785,136,0.99,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:34.648,109476,487,0.398933333,0.5888,0.266266667,80,5000,176,1,174.86,0.785,136,0.99,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:35.231,110060,500,0.401733333,0.5892,0.2672,80,5000,176,1,174.87,0.784,136,0.991,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:35.734,110585,495,0.4016,0.590533333,0.271133333,80,5000,176,1,174.87,0.784,136,0.991,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:36.296,111170,510,0.400533333,0.5886,0.265333333,80,5000,176,1,174.9,0.787,136,0.988,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:36.908,111753,499,0.400733333,0.589133333,0.267133333,80,5000,176,1,174.89,0.787,136,0.988,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:37.524,112385,519,0.397733333,0.5874,0.262,80,5000,176,1,174.89,0.787,136,0.988,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:38.029,112863,506,0.397466667,0.588866667,0.266266667,80,5000,176,1,174.9,0.789,137,0.992,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:38.530,113388,493,0.3982,0.589133333,0.266933333,80,5000,176,1,174.9,0.789,137,0.992,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:39.031,113868,500,0.394666667,0.589666667,0.268266667,80,5000,176,1,174.88,0.788,136,0.986,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:39.533,114393,495,0.395,0.588333333,0.264533333,80,5000,176,1,174.88,0.788,136,0.986,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:40.033,114872,491,0.392066667,0.5878,0.2632,80,5000,176,1,174.87,0.787,136,0.988,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:40.393,115187,491,0.392066667,0.5868,0.2602,80,5000,176,1,174.87,0.787,136,0.988,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,1
2026-06-15T03:27:40.645,115502,506,0.395533333,0.5864,0.259333333,81,5000,178.2,1,174.87,0.787,136,0.988,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:41.148,115982,518,0.403866667,0.590533333,0.271733333,81,5000,178.2,1,174.86,0.793,137,0.987,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:41.648,116507,502,0.4064,0.5918,0.275666667,81,5000,178.2,1,174.86,0.793,137,0.987,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:42.149,116986,500,0.407266667,0.592733333,0.278466667,81,5000,178.2,1,176.97,0.79,138,0.987,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:42.647,117511,506,0.404666667,0.591866667,0.275866667,81,5000,178.2,1,176.97,0.79,138,0.987,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:43.148,117990,507,0.403533333,0.592,0.276133333,81,5000,178.2,1,177.14,0.792,139,0.99,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:43.645,118515,497,0.403533333,0.5918,0.275533333,81,5000,178.2,1,177.14,0.792,139,0.99,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:43.898,118784,502,0.402933333,0.590933333,0.2728,81,5000,178.2,1,177.16,0.793,139,0.989,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,1
2026-06-15T03:27:44.146,118995,504,0.4026,0.590333333,0.271066667,82,5000,180.4,1,177.16,0.793,139,0.989,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:44.644,119520,500,0.406733333,0.591733333,0.274666667,82,5000,180.4,1,177.16,0.793,139,0.989,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:45.144,119999,512,0.407,0.5932,0.2788,82,5000,180.4,1,179.18,0.794,141,0.991,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:45.647,120524,502,0.406733333,0.594666667,0.2834,82,5000,180.4,1,179.18,0.794,141,0.991,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:46.151,121004,511,0.404533333,0.594733333,0.284133333,82,5000,180.4,1,179.28,0.795,141,0.989,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:46.652,121529,470,0.4036,0.593733333,0.281333333,82,5000,180.4,1,179.28,0.795,141,0.989,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:47.156,122008,510,0.4056,0.593666667,0.2814,82,5000,180.4,1,179.26,0.795,141,0.989,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:47.408,122323,506,0.408066667,0.594266667,0.282733333,82,5000,180.4,1,179.26,0.795,141,0.989,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,1
2026-06-15T03:27:47.658,122533,511,0.409,0.5944,0.282933333,82,5000,180.4,1,179.26,0.795,141,0.989,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:48.225,123117,490,0.410333333,0.595066667,0.284933333,82,5000,180.4,1,179.23,0.794,141,0.99,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:48.785,123642,495,0.4124,0.595533333,0.286466667,82,5000,180.4,1,179.23,0.794,141,0.99,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:49.348,124227,502,0.4092,0.5954,0.286666667,82,5000,180.4,1,179.26,0.791,140,0.987,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:49.909,124810,506,0.406866667,0.595,0.285266667,82,5000,180.4,1,179.25,0.789,140,0.989,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:50.474,125336,509,0.405866667,0.595,0.284866667,82,5000,180.4,1,179.25,0.789,140,0.989,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:50.911,125815,508,0.407333333,0.5958,0.287066667,82,5000,180.4,1,179.26,0.788,140,0.991,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,1
2026-06-15T03:27:51.036,125920,506,0.407533333,0.595133333,0.285066667,82,5000,180.4,1,179.26,0.788,140,0.991,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:51.535,126445,501,0.408,0.595,0.284666667,82,5000,180.4,1,179.26,0.788,140,0.991,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:52.037,126925,511,0.4084,0.595066667,0.285133333,82,5000,180.4,1,179.27,0.787,140,0.992,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:52.540,127450,525,0.408333333,0.595,0.285333333,82,5000,180.4,1,179.27,0.787,140,0.992,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:53.039,127929,510,0.407933333,0.596466667,0.289666667,82,5000,180.4,1,179.26,0.787,140,0.992,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:53.541,128454,495,0.409533333,0.597133333,0.2914,82,5000,180.4,1,179.26,0.787,140,0.992,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:54.042,128934,500,0.4052,0.596333333,0.288733333,82,5000,180.4,1,179.29,0.788,140,0.99,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
2026-06-15T03:27:54.419,129354,527,0.4046,0.5946,0.283733333,82,5000,180.4,1,179.29,0.788,140,0.99,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,1
2026-06-15T03:27:54.545,129459,502,0.404866667,0.594333333,0.2832,82,5000,180.4,1,179.29,0.788,140,0.99,0.02,32,0,0,3,3 keran stabil,stable,0.3,1,0
